tt0088283	nm0296260	1	actor	NULL 	["Hübner"] 	https://image.tmdb.org/t/p/{width_variable}/wirVDirOcVdqXshONKd61cTLlYc.jpg
tt0088283	nm0726258	2	actor	NULL 	["Zimmermann"] 	https://image.tmdb.org/t/p/{width_variable}/AnAeRZj5K1iEBQRRsMkrrD2xSCU.jpg
tt0088283	nm0459031	3	actor	NULL 	["Rödel"] 	https://image.tmdb.org/t/p/{width_variable}/38ZYGnzRELpAej6OpAyOdKMkK9T.jpg
tt0088283	nm0089760	4	actress	NULL 	["Sonja Wilke"] 	https://image.tmdb.org/t/p/{width_variable}/9Y8dkF3wVPmif1Mu7e9uYVEKmLs.jpg
tt0088283	nm0353436	5	director	NULL 	NULL 	NULL
tt0088283	nm0030676	6	writer	written by 	NULL 	NULL
tt0088283	nm0331498	7	writer	story editor 	NULL 	NULL
tt0088283	nm0123981	8	producer	producer 	NULL 	NULL
tt0088283	nm0042259	9	composer	NULL 	NULL 	NULL
tt0088656	nm0463595	10	producer	producer 	NULL 	NULL
tt0088656	nm0866697	1	actress	NULL 	["Iris"] 	https://image.tmdb.org/t/p/{width_variable}/hjuS06UcHyHc57TJe68zdeK13QL.jpg
tt0088656	nm0492496	2	actress	NULL 	["Iris (1994)"] 	NULL
tt0088656	nm0960690	3	actress	NULL 	["Iris"] 	https://image.tmdb.org/t/p/{width_variable}/you6TqTkkTxOnO2iXj34Qd8QKR1.jpg
tt0088656	nm0299192	4	actor	NULL 	["Leon"] 	https://image.tmdb.org/t/p/{width_variable}/zZjO0NxIbEhYW3507gXVnvWeRkG.jpg
tt0088656	nm0407479	5	director	NULL 	NULL 	NULL
tt0088656	nm0632726	6	director	NULL 	NULL 	https://image.tmdb.org/t/p/{width_variable}/vPRboAZrIKoErMPquZ6Mdt9RRQv.jpg
tt0088656	nm0014556	7	writer	screenplay 	NULL 	https://image.tmdb.org/t/p/{width_variable}/euLQAFrGct2JxoVWejId6nHQqX9.jpg
tt0088656	nm0840697	8	writer	story 	NULL 	NULL
tt0088656	nm0847638	9	writer	story 	NULL 	NULL
tt0088657	nm0463595	10	producer	producer 	NULL 	NULL
tt0088657	nm0299192	1	actor	NULL 	["Leon"] 	https://image.tmdb.org/t/p/{width_variable}/zZjO0NxIbEhYW3507gXVnvWeRkG.jpg
tt0088657	nm0376316	2	actor	NULL 	["Leon (1994)"] 	https://image.tmdb.org/t/p/{width_variable}/hHsY7sPAH8o14SbgRScYE0wRwSs.jpg
tt0088657	nm0603105	3	actor	NULL 	["Leon (1995)"] 	NULL
tt0088657	nm0559640	4	actress	NULL 	["Gina"] 	https://image.tmdb.org/t/p/{width_variable}/bCz1mhZezCwmwWT93tDuuwVbrH4.jpg
tt0088657	nm0407479	5	director	NULL 	NULL 	NULL
tt0088657	nm0632726	6	director	NULL 	NULL 	https://image.tmdb.org/t/p/{width_variable}/vPRboAZrIKoErMPquZ6Mdt9RRQv.jpg
tt0088657	nm0014556	7	writer	screenplay 	NULL 	https://image.tmdb.org/t/p/{width_variable}/euLQAFrGct2JxoVWejId6nHQqX9.jpg
tt0088657	nm0840697	8	writer	story 	NULL 	NULL
tt0088657	nm0847638	9	writer	story 	NULL 	NULL
tt0089043	nm0095755	1	director	NULL 	NULL 	NULL
tt0090000	nm0338394	1	actress	NULL 	NULL 	NULL
tt0090000	nm0948698	2	actor	NULL 	NULL 	NULL
tt0090000	nm0598535	3	actress	NULL 	NULL 	NULL
tt0090000	nm1709207	4	director	NULL 	NULL 	NULL
tt0090000	nm0328221	5	producer	producer 	NULL 	NULL
tt0090000	nm0558293	6	cinematographer	NULL 	NULL 	NULL
tt0090144	nm0265853	1	actor	NULL 	["Narrateur"] 	https://image.tmdb.org/t/p/{width_variable}/j8f5S6XoDdop89Oi648Ec9DmhkW.jpg
tt0090144	nm10165788	2	self	NULL 	["Self"] 	NULL
